,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,path,,
1923,55,5,"lima, peru",spanish78,spanish,female,1338,peru,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish78.mp3,,
1924,70,22,"lamas, peru",spanish79,spanish,female,1344,peru,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish79.mp3,,
1925,21,12,"san salvador, el salvador",spanish8,spanish,male,349,el salvador,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish8.mp3,,
1926,77,75,"bogota, colombia",spanish80,spanish,female,1346,colombia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish80.mp3,,
1927,63,7,"san juan, puerto rico",spanish81,spanish,female,1347,puerto rico,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish81.mp3,,
1928,49,14,"la paz, bolivia",spanish82,spanish,male,1396,bolivia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish82.mp3,,
1929,48,14,"la paz, bolivia",spanish83,spanish,male,1397,bolivia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish83.mp3,,
1930,19,4,"buenos aires, argentina",spanish84,spanish,female,1398,argentina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish84.mp3,,
1931,44,6,"buenos aires, argentina",spanish85,spanish,female,1399,argentina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish85.mp3,,
1932,23,4,"buenos aires, argentina",spanish86,spanish,male,1400,argentina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish86.mp3,,
1933,55,9,"la paz, bolivia",spanish87,spanish,male,1401,bolivia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish87.mp3,,
1934,53,25,"la paz, bolivia",spanish88,spanish,male,1402,bolivia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish88.mp3,,
1935,22,13,"monterrey, mexico",spanish89,spanish,male,1425,mexico,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish89.mp3,,
1936,20,17,"araure, venezuela",spanish9,spanish,male,350,venezuela,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish9.mp3,,
1937,23,3,"caracas, venezuela",spanish90,spanish,female,1431,venezuela,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish90.mp3,,
1938,20,7,"caracas, venezuela",spanish91,spanish,female,1433,venezuela,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish91.mp3,,
1939,54,9,"cardenas, cuba",spanish92,spanish,male,1435,cuba,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish92.mp3,,
1940,29,18,"santa rosa, honduras",spanish93,spanish,female,1436,honduras,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish93.mp3,,
1941,19,6,"bogota, colombia",spanish94,spanish,male,1439,colombia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish94.mp3,,
1942,31,21,"juarez, mexico",spanish95,spanish,female,1444,mexico,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish95.mp3,,
1943,29,12,"arequipa, peru",spanish96,spanish,female,1449,peru,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish96.mp3,,
1944,52,19,"bogota, colombia",spanish97,spanish,female,1450,colombia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish97.mp3,,
1945,34,29,"veracruz, mexico",spanish98,spanish,male,1451,mexico,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish98.mp3,,
1946,20,4,"lima, peru",spanish99,spanish,female,1506,peru,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/spanish99.mp3,,
1947,37,15,"kuningan, indonesia",sundanese1,sundanese,female,457,indonesia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/sundanese1.mp3,,
1948,24,18,"conakry, guinea",susu1,susu,male,1008,guinea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/susu1.mp3,,
1949,56,11,"solna, sweden",swedish1,swedish,female,351,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish1.mp3,,
1950,19,9,"lidkoping, sweden",swedish10,swedish,female,1065,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish10.mp3,,
1951,36,10,"espoo, finland",swedish11,swedish,female,1195,finland,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish11.mp3,,
1952,23,7,"malmo, sweden",swedish12,swedish,male,1441,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish12.mp3,,
1953,28,10,"umea, sweden",swedish13,swedish,female,1445,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish13.mp3,,
1954,23,9,"vetlanda, sweden",swedish14,swedish,male,1752,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish14.mp3,,
1955,22,12,"stokholm, sweden",swedish15,swedish,male,1824,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish15.mp3,,
1956,39,11,"goteborg, sweden",swedish16,swedish,female,1836,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish16.mp3,,
1957,20,8,"farjestaden, sweden",swedish17,swedish,female,1861,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish17.mp3,,
1958,42,8,"lulea, sweden",swedish18,swedish,male,1992,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish18.mp3,,
1959,50,12,"ekenas, finland",swedish19,swedish,male,2011,finland,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish19.mp3,,
1960,20,10,"uppsala, sweden",swedish2,swedish,male,352,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish2.mp3,,
1961,31,7,"karlstad, sweden",swedish20,swedish,male,2065,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish20.mp3,,
1962,24,10,"stockholm, sweden",swedish3,swedish,male,353,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish3.mp3,,
1963,22,10,"lulea, sweden",swedish4,swedish,male,354,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish4.mp3,,
1964,18,13,"goteborg, sweden",swedish5,swedish,male,454,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish5.mp3,,
1965,26,7,"goteborg, sweden",swedish6,swedish,male,620,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish6.mp3,,
1966,21,11,"sollentuna, sweden",swedish7,swedish,female,630,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish7.mp3,,
1967,22,10,"helsinki, finland",swedish8,swedish,female,701,finland,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish8.mp3,,
1968,20,10,"uddevalla, sweden",swedish9,swedish,male,1027,sweden,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/swedish9.mp3,,
1969,54,17,"sylhet, bangladesh",sylheti1,sylheti,male,711,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/sylheti1.mp3,,
1970,0,0,,synthesized1,synthesized,male,355,,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/synthesized1.mp3,,
1971,0,0,,synthesized2,synthesized,female,356,,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/synthesized2.mp3,,
1972,0,0,,synthesized3,synthesized,female,357,,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/synthesized3.mp3,,
1973,0,0,,synthesized4,synthesized,male,358,,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/synthesized4.mp3,,
1974,18,10,"manila, philippines",tagalog1,tagalog,male,359,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog1.mp3,,
1975,39,6,"manila, philippines",tagalog10,tagalog,female,1812,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog10.mp3,,
1976,59,11,"manila, philippines",tagalog11,tagalog,female,1837,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog11.mp3,,
1977,33,5,"legaspi, philippines",tagalog12,tagalog,female,1851,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog12.mp3,,
1978,76,7,"manila, philippines",tagalog13,tagalog,female,1954,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog13.mp3,,
1979,47,17,"legaspi, philippines",tagalog14,tagalog,female,2002,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog14.mp3,,
1980,35,1,"manila, philippines",tagalog15,tagalog,female,2108,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog15.mp3,,
1981,20,4.5,"san pedro laguna, philippines",tagalog16,tagalog,male,2128,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog16.mp3,,
1982,21,6,"alexandria, virginia, usa",tagalog17,tagalog,male,2146,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog17.mp3,,
1983,77,8,"manila, philippines",tagalog18,tagalog,female,2147,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog18.mp3,,
1984,21,7,"urdaneta, luzon, philippines",tagalog2,tagalog,female,360,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog2.mp3,,
1985,19,1,"honiara, guadalcanal, solomon islands",tagalog3,tagalog,female,361,solomon islands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog3.mp3,,
1986,48,7,"san fernando, la union, philippines",tagalog4,tagalog,female,470,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog4.mp3,,
1987,42,5,"tarlac city, philippines",tagalog5,tagalog,female,677,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog5.mp3,,
1988,20,4,"quezon city, philippines",tagalog6,tagalog,male,805,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog6.mp3,,
1989,60,6,"manila, philippines",tagalog7,tagalog,male,1364,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog7.mp3,,
1990,62,7,"cabanatuan city, philippines",tagalog8,tagalog,female,1627,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog8.mp3,,
1991,48,7,"manila, philippines",tagalog9,tagalog,male,1764,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tagalog9.mp3,,
1992,21,7,"taishan, guangdong, china",taishan1,taishan,male,362,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/taishan1.mp3,,
1993,36,13,"ping tung, taiwan",taiwanese1,taiwanese,female,363,taiwan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/taiwanese1.mp3,,
1994,24,17,"taipei, taiwan",taiwanese2,taiwanese,female,364,taiwan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/taiwanese2.mp3,,
1995,30,13,"tainan, taiwan",taiwanese3,taiwanese,female,365,taiwan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/taiwanese3.mp3,,
1996,45,21,"kao-hsiung, taiwan",taiwanese4,taiwanese,female,366,taiwan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/taiwanese4.mp3,,
1997,27,15,"tainan, taiwan",taiwanese5,taiwanese,male,481,taiwan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/taiwanese5.mp3,,
1998,33,13,"tai chung, taiwan",taiwanese6,taiwanese,female,828,taiwan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/taiwanese6.mp3,,
1999,65,35,"taipei, taiwan",taiwanese7,taiwanese,famale,1864,taiwan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/taiwanese7.mp3,,
2000,54,13,"tainan, taiwan",taiwanese8,taiwanese,female,2136,taiwan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/taiwanese8.mp3,,
2001,19,7,"khujand, tajikistan",tajiki1,tajiki,male,2110,tajikistan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tajiki1.mp3,,
2002,19,12,"khujand, tajikistan",tajiki2,tajiki,female,2175,tajikistan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tajiki2.mp3,,
2003,19,10,"khujand, tajikistan",tajiki3,tajiki,female,2176,tajikistan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tajiki3.mp3,,
2004,39,7,"colombo, sri lanka",tamil1,tamil,male,367,sri lanka,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tamil1.mp3,,
2005,35,4,"madras, tamil nadu, india",tamil2,tamil,female,429,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tamil2.mp3,,
2006,26,10,"chennai, india",tamil3,tamil,male,531,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tamil3.mp3,,
2007,58,3,"colombo, sri lanka",tamil4,tamil,female,1647,sri lanka,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tamil4.mp3,,
2008,36,5,"coimbatore, tamil nadu, india",tamil5,tamil,female,1723,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tamil5.mp3,,
2009,47,6,"bangalore, karnataka, india",tamil6,tamil,female,2076,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tamil6.mp3,,
2010,29,10,"kargali, tatarstan, russia",tatar1,tatar,female,368,russia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tatar1.mp3,,
2011,31,6,"kadapa, india",telugu1,telugu,male,369,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/telugu1.mp3,,
2012,18,6,"guntur, andhra pradesh, india",telugu2,telugu,male,370,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/telugu2.mp3,,
2013,21,10,"kono, sierra leone",temne1,temne,male,1905,sierra leone,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/temne1.mp3,,
2014,59,8,"guangdong province, guangdong, china",teochew1,teochew,female,569,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/teochew1.mp3,,
2015,25,10,"khon kaen, thailand",thai1,thai,female,371,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai1.mp3,,
2016,30,6,"bangkok, thailand",thai10,thai,male,1488,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai10.mp3,,
2017,18,13,"bang na, thailand",thai11,thai,male,1673,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai11.mp3,,
2018,33,8,"bangkok, thailand",thai12,thai,male,1721,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai12.mp3,,
2019,69,7,"nakhon si thammarat, thailand",thai13,thai,female,1829,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai13.mp3,,
2020,39,10,"bangkok, thailand",thai14,thai,female,2066,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai14.mp3,,
2021,19,7,"bangkok, thailand",thai15,thai,female,2131,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai15.mp3,,
2022,20,10,"chiang mai, thailand",thai2,thai,male,372,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai2.mp3,,
2023,22,4,"bangkok, thailand",thai3,thai,male,373,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai3.mp3,,
2024,23,7,"songkhla, thailand",thai4,thai,female,448,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai4.mp3,,
2025,25,10,"bangkok, thailand",thai5,thai,male,612,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai5.mp3,,
2026,27,11,"sukhothai, thailand",thai6,thai,male,698,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai6.mp3,,
2027,26,10,"phrae, thailand",thai7,thai,female,898,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai7.mp3,,
2028,37,25,"bangkok, thailand",thai8,thai,male,1055,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai8.mp3,,
2029,18,6,"bangkok, thailand",thai9,thai,female,1103,thailand,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/thai9.mp3,,
2030,26,13,"lhasa, tibet",tibetan1,tibetan,female,374,tibet,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tibetan1.mp3,,
2031,41,35,"khamba, tibet",tibetan2,tibetan,female,375,tibet,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tibetan2.mp3,,
2032,20,7,"mysore, india",tibetan3,tibetan,female,376,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tibetan3.mp3,,
2033,25,17,"adigrat, ethiopia",tigrigna1,tigrigna,female,377,ethiopia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tigrigna1.mp3,,
2034,23,20,"asmara, eritrea",tigrigna2,tigrigna,female,378,eritrea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tigrigna2.mp3,,
2035,44,7,"asmara, eritrea",tigrigna3,tigrigna,male,379,eritrea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tigrigna3.mp3,,
2036,52,14,"asmara, eritrea",tigrigna4,tigrigna,female,588,eritrea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tigrigna4.mp3,,
2037,45,10,"asmara, eritrea",tigrigna5,tigrigna,male,1107,eritrea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tigrigna5.mp3,,
2038,58,15,"adigrat, ethiopia",tigrigna6,tigrigna,female,1151,ethiopia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tigrigna6.mp3,,
2039,37,7,"asmara, eritrea",tigrigna7,tigrigna,female,1855,eritrea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tigrigna7.mp3,,
2040,35,7,"asmara, eritrea",tigrigna8,tigrigna,male,2054,eritrea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tigrigna8.mp3,,
2041,31,7,"kalamare, botswana",tswana1,tswana,male,488,botswana,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tswana1.mp3,,
2042,32,6,"lobatse, botswana",tswana2,tswana,female,1183,botswana,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/tswana2.mp3,,
2043,27,26,"bingol, turkey",turkish1,turkish,female,381,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish1.mp3,,
2044,27,11,"ankara, turkey",turkish10,turkish,male,578,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish10.mp3,,
2045,24,23,"kocaeli, turkey",turkish11,turkish,female,634,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish11.mp3,,
2046,25,20,"giresun, turkey",turkish12,turkish,male,672,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish12.mp3,,
2047,18,3,"istanbul, turkey",turkish13,turkish,female,686,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish13.mp3,,
2048,23,6,"istanbul, turkey",turkish14,turkish,female,735,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish14.mp3,,
2049,18,10,"ankara, turkey",turkish15,turkish,male,736,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish15.mp3,,
2050,25,12,"kars, turkey",turkish16,turkish,male,745,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish16.mp3,,
2051,31,6,"ankara, turkey",turkish17,turkish,male,763,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish17.mp3,,
2052,27,9,"stuttgart, germany",turkish18,turkish,male,926,germany,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish18.mp3,,
2053,25,18,"istanbul, turkey",turkish19,turkish,male,971,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish19.mp3,,
2054,24,16,"ankara, turkey",turkish2,turkish,male,382,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish2.mp3,,
2055,19,9,"kocaeli, turkey",turkish20,turkish,female,1144,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish20.mp3,,
2056,18,4,"istanbul, turkey",turkish21,turkish,female,1210,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish21.mp3,,
2057,23,6,"istanbul, turkey",turkish22,turkish,male,1282,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish22.mp3,,
2058,37,11,"adana, turkey",turkish23,turkish,female,1291,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish23.mp3,,
2059,31,12,"istanbul, turkey",turkish24,turkish,male,1329,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish24.mp3,,
2060,32,26,"kars, turkey",turkish25,turkish,male,1570,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish25.mp3,,
2061,45,22,"sivas, turkey",turkish26,turkish,male,1704,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish26.mp3,,
2062,18,7,"istanbul, turkey",turkish27,turkish,female,1730,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish27.mp3,,
2063,24,4,"istanbul, turkey",turkish28,turkish,female,1772,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish28.mp3,,
2064,21,11,"ankara, turkey",turkish29,turkish,female,1808,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish29.mp3,,
2065,27,12,"adana, turkey",turkish3,turkish,male,383,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish3.mp3,,
2066,24,11,"izmir, turkey",turkish30,turkish,female,1929,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish30.mp3,,
2067,24,11,"diyarbakir, turkey",turkish31,turkish,male,2032,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish31.mp3,,
2068,24,11,"diyarbakir, turkey",turkish32,turkish,male,2033,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish32.mp3,,
2069,24,11,"diyarbakir, turkey",turkish33,turkish,male,2034,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish33.mp3,,
2070,24,11,"diyarbakir, turkey",turkish34,turkish,male,2035,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish34.mp3,,
2071,24,11,"izmir, turkey",turkish35,turkish,female,2048,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish35.mp3,,
2072,26,12,"istanbul, turkey",turkish36,turkish,female,2168,turkey,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/turkish36.mp3,,
